"ISO","year","total_deaths","conflict"
"MRT",2001,0,0
"MRT",2002,0,0
"MRT",2003,0,0
"MRT",2004,0,0
"MRT",2005,0,0
"MRT",2006,0,0
"MRT",2007,0,0
"MRT",2008,4,0
"MRT",2009,12,0
"MRT",2010,1,0
"MRT",2011,1,0
"MRT",2012,13,0
"MRT",2013,1,0
"MRT",2014,0,0
"MRT",2015,0,0
"MRT",2016,0,0
"MRT",2017,0,0
"MRT",2018,0,0
"MRT",2019,0,0
"MUS",2000,0,0
"MUS",2001,0,0
"MUS",2002,0,0
"MUS",2003,0,0
"MUS",2004,0,0
"MUS",2005,0,0
"MUS",2006,0,0
"MUS",2007,0,0
"MUS",2008,0,0
"MUS",2009,0,0
"MUS",2010,0,0
"MUS",2011,0,0
"MUS",2012,0,0
"MUS",2013,0,0
"MUS",2014,0,0
"MUS",2015,0,0
"MUS",2016,0,0
"MUS",2017,0,0
"MUS",2018,0,0
"MUS",2019,0,0
"MWI",2000,0,0
"MWI",2001,0,0
"MWI",2002,0,0
"MWI",2003,0,0
"MWI",2004,0,0
"MWI",2005,0,0
"MWI",2006,0,0
"MWI",2007,0,0
"MWI",2008,0,0
"MWI",2009,0,0
"MWI",2010,0,0
"MWI",2011,0,0
"MWI",2012,0,0
"MWI",2013,0,0
"MWI",2014,0,0
"MWI",2015,0,0
"MWI",2016,0,0
"MWI",2017,0,0
"MWI",2018,0,0
"MWI",2019,0,0
"MYS",2000,0,0
"MYS",2001,0,0
"MYS",2002,0,0
"MYS",2003,0,0
"MYS",2004,0,0
"MYS",2005,0,0
"MYS",2006,0,0
"MYS",2007,0,0
"MYS",2008,0,0
"MYS",2009,0,0
"MYS",2010,0,0
"MYS",2011,0,0
"MYS",2012,0,0
"MYS",2013,0,0
"MYS",2014,70,1
"MYS",2015,0,0
"MYS",2016,0,0
"MYS",2017,0,0
"MYS",2018,1,0
"MYS",2019,0,0
"NAM",2000,1,0
"NAM",2001,66,1
"NAM",2002,0,0
"NAM",2003,5,0
"NAM",2004,0,0
"NAM",2005,0,0
"NAM",2006,0,0
"NAM",2007,0,0
"NAM",2008,0,0
"NAM",2009,0,0
"NAM",2010,0,0
"NAM",2011,0,0
"NAM",2012,0,0
"NAM",2013,0,0
"NAM",2014,0,0
"NAM",2015,0,0
"NAM",2016,0,0
"NAM",2017,0,0
"NAM",2018,0,0
"NAM",2019,0,0
"NER",2000,0,0
"NER",2001,0,0
"NER",2002,0,0
"NER",2003,0,0
"NER",2004,0,0
"NER",2005,4,0
"NER",2006,0,0
"NER",2007,0,0
"NER",2008,98,1
"NER",2009,56,1
"NER",2010,0,0
"NER",2011,0,0
"NER",2012,0,0
"NER",2013,1,0
"NER",2014,31,1
"NER",2015,5,0
"NER",2016,533,1
"NER",2017,299,1
"NER",2018,255,1
"NER",2019,181,1
"NGA",2000,3519,1
"NGA",2001,2104,1
"NGA",2002,2417,1
"NGA",2003,612,1
"NGA",2004,443,1
"NGA",2005,2118,1
"NGA",2006,216,1
"NGA",2007,225,1
"NGA",2008,153,1
"NGA",2009,425,1
"NGA",2010,530,1
"NGA",2011,980,1
"NGA",2012,1830,1
"NGA",2013,2016,1
"NGA",2014,3382,1
"NGA",2015,10338,1
"NGA",2016,9107,1
"NGA",2017,3902,1
"NGA",2018,3572,1
"NGA",2019,3225,1
"NIC",2000,0,0
"NIC",2001,0,0
"NIC",2002,0,0
"NIC",2003,0,0
"NIC",2004,0,0
"NIC",2005,0,0
"NIC",2006,0,0
"NIC",2007,0,0
"NIC",2008,0,0
"NIC",2009,0,0
"NIC",2010,0,0
"NIC",2011,0,0
"NIC",2012,0,0
"NIC",2013,0,0
"NIC",2014,0,0
"NIC",2015,0,0
"NIC",2016,0,0
"NIC",2017,0,0
"NIC",2018,0,0
"NIC",2019,0,0
"NLD",2000,0,0
"NLD",2001,0,0
"NLD",2002,0,0
"NLD",2003,0,0
"NLD",2004,0,0
"NLD",2005,0,0
"NLD",2006,0,0
"NLD",2007,0,0
"NLD",2008,0,0
"NLD",2009,0,0
"NLD",2010,0,0
"NLD",2011,0,0
"NLD",2012,0,0
"NLD",2013,0,0
"NLD",2014,0,0
"NLD",2015,0,0
"NLD",2016,0,0
"NLD",2017,0,0
"NLD",2018,0,0
"NLD",2019,0,0
"NOR",2000,0,0
"NOR",2001,0,0
"NOR",2002,0,0
"NOR",2003,0,0
"NOR",2004,0,0
"NOR",2005,0,0
"NOR",2006,0,0
"NOR",2007,0,0
"NOR",2008,0,0
"NOR",2009,0,0
"NOR",2010,0,0
"NOR",2011,0,0
"NOR",2012,0,0
"NOR",2013,0,0
"NOR",2014,0,0
"NOR",2015,0,0
"NOR",2016,0,0
"NOR",2017,0,0
"NOR",2018,0,0
"NOR",2019,0,0
"NPL",2000,295,1
"NPL",2001,365,1
"NPL",2002,569,1
"NPL",2003,4432,1
"NPL",2004,1732,1
"NPL",2005,2456,1
"NPL",2006,1399,1
"NPL",2007,566,1
"NPL",2008,31,1
"NPL",2009,0,0
"NPL",2010,9,0
"NPL",2011,0,0
"NPL",2012,0,0
"NPL",2013,0,0
"NPL",2014,0,0
"NPL",2015,0,0
"NPL",2016,0,0
"NPL",2017,0,0
"NPL",2018,0,0
"NPL",2019,0,0
"NZL",2000,0,0
"NZL",2001,0,0
"NZL",2002,0,0
"NZL",2003,0,0
"NZL",2004,0,0
"NZL",2005,0,0
"NZL",2006,0,0
"NZL",2007,0,0
"NZL",2008,0,0
"NZL",2009,0,0
"NZL",2010,0,0
"NZL",2011,0,0
"NZL",2012,0,0
"NZL",2013,0,0
"NZL",2014,0,0
"NZL",2015,0,0
"NZL",2016,0,0
"NZL",2017,0,0
"NZL",2018,0,0
"NZL",2019,0,0
"OMN",2000,0,0
"OMN",2001,0,0
"OMN",2002,0,0
"OMN",2003,0,0
"OMN",2004,0,0
"OMN",2005,0,0
"OMN",2006,0,0
"OMN",2007,0,0
"OMN",2008,0,0
"OMN",2009,0,0
"OMN",2010,0,0
"OMN",2011,0,0
"OMN",2012,0,0
"OMN",2013,0,0
"OMN",2014,0,0
"OMN",2015,0,0
"OMN",2016,0,0
"OMN",2017,0,0
"OMN",2018,0,0
"OMN",2019,0,0
"PAK",2000,57,1
"PAK",2001,59,1
"PAK",2002,42,1
"PAK",2003,170,1
"PAK",2004,242,1
"PAK",2005,430,1
"PAK",2006,153,1
"PAK",2007,427,1
"PAK",2008,1366,1
"PAK",2009,4620,1
"PAK",2010,7460,1
"PAK",2011,7226,1
"PAK",2012,3475,1
"PAK",2013,3541,1
"PAK",2014,2914,1
"PAK",2015,3620,1
"PAK",2016,2450,1
"PAK",2017,1100,1
"PAK",2018,954,1
"PAK",2019,483,1
"PAN",2000,0,0
"PAN",2001,0,0
"PAN",2002,0,0
"PAN",2003,0,0
"PAN",2004,0,0
"PAN",2005,0,0
"PAN",2006,0,0
"PAN",2007,0,0
"PAN",2008,0,0
"PAN",2009,0,0
"PAN",2010,0,0
"PAN",2011,0,0
"PAN",2012,0,0
"PAN",2013,0,0
"PAN",2014,0,0
"PAN",2015,0,0
"PAN",2016,0,0
"PAN",2017,0,0
"PAN",2018,0,0
"PAN",2019,0,0
"PER",2000,89,1
"PER",2001,5,0
"PER",2002,21,0
"PER",2003,13,0
"PER",2004,13,0
"PER",2005,3,0
"PER",2006,0,0
"PER",2007,11,0
"PER",2008,32,1
"PER",2009,40,1
"PER",2010,54,1
"PER",2011,29,1
"PER",2012,15,0
"PER",2013,0,0
"PER",2014,3,0
"PER",2015,14,0
"PER",2016,9,0
"PER",2017,11,0
"PER",2018,7,0
"PER",2019,0,0
"PHL",2000,219,1
"PHL",2001,1761,1
"PHL",2002,792,1
"PHL",2003,763,1
"PHL",2004,1132,1
"PHL",2005,470,1
"PHL",2006,487,1
"PHL",2007,434,1
"PHL",2008,483,1
"PHL",2009,566,1
"PHL",2010,1047,1
"PHL",2011,372,1
"PHL",2012,414,1
"PHL",2013,311,1
"PHL",2014,537,1
"PHL",2015,484,1
"PHL",2016,628,1
"PHL",2017,616,1
"PHL",2018,1708,1
"PHL",2019,436,1
"PNG",2000,60,1
"PNG",2001,13,0
"PNG",2002,65,1
"PNG",2003,7,0
"PNG",2004,0,0
"PNG",2005,0,0
"PNG",2006,0,0
"PNG",2007,0,0
"PNG",2008,0,0
"PNG",2009,0,0
"PNG",2010,0,0
"PNG",2011,0,0
"PNG",2012,0,0
"PNG",2013,57,1
"PNG",2014,0,0
"PNG",2015,0,0
"PNG",2016,0,0
"PNG",2017,0,0
"PNG",2018,0,0
"PNG",2019,0,0
"POL",2000,0,0
"POL",2001,0,0
"POL",2002,0,0
"POL",2003,0,0
"POL",2004,0,0
"POL",2005,0,0
"POL",2006,0,0
"POL",2007,0,0
"POL",2008,0,0
"POL",2009,0,0
"POL",2010,0,0
"POL",2011,0,0
"POL",2012,0,0
"POL",2013,0,0
"POL",2014,0,0
"POL",2015,0,0
"POL",2016,0,0
"POL",2017,0,0
"POL",2018,0,0
"POL",2019,0,0
"PRI",2000,0,0
"PRI",2001,0,0
"PRI",2002,0,0
"PRI",2003,0,0
"PRI",2004,0,0
"PRI",2005,0,0
"PRI",2006,0,0
"PRI",2007,0,0
"PRI",2008,0,0
"PRI",2009,0,0
"PRI",2010,0,0
"PRI",2011,0,0
"PRI",2012,0,0
"PRI",2013,0,0
"PRI",2014,0,0
"PRI",2015,0,0
"PRI",2016,0,0
"PRI",2017,0,0
"PRI",2018,0,0
"PRI",2019,0,0
"PRK",2000,0,0
"PRK",2001,0,0
"PRK",2002,0,0
"PRK",2003,0,0
"PRK",2004,0,0
"PRK",2005,0,0
"PRK",2006,0,0
"PRK",2007,0,0
"PRK",2008,0,0
"PRK",2009,0,0
"PRK",2010,0,0
"PRK",2011,0,0
"PRK",2012,0,0
"PRK",2013,0,0
"PRK",2014,0,0
"PRK",2015,0,0
"PRK",2016,0,0
"PRK",2017,0,0
"PRK",2018,0,0
"PRK",2019,0,0
"PRT",2000,0,0
"PRT",2001,0,0
"PRT",2002,0,0
"PRT",2003,0,0
"PRT",2004,0,0
"PRT",2005,0,0
"PRT",2006,0,0
"PRT",2007,0,0
"PRT",2008,0,0
"PRT",2009,0,0
"PRT",2010,0,0
"PRT",2011,0,0
"PRT",2012,0,0
"PRT",2013,0,0
"PRT",2014,0,0
"PRT",2015,0,0
"PRT",2016,0,0
"PRT",2017,0,0
"PRT",2018,0,0
"PRT",2019,0,0
"PRY",2000,0,0
"PRY",2001,0,0
"PRY",2002,0,0
"PRY",2003,0,0
"PRY",2004,0,0
"PRY",2005,0,0
"PRY",2006,0,0
"PRY",2007,0,0
"PRY",2008,0,0
"PRY",2009,0,0
"PRY",2010,0,0
"PRY",2011,0,0
"PRY",2012,0,0
"PRY",2013,0,0
"PRY",2014,0,0
"PRY",2015,0,0
"PRY",2016,0,0
"PRY",2017,0,0
"PRY",2018,0,0
"PRY",2019,0,0
"QAT",2000,0,0
"QAT",2001,0,0
"QAT",2002,0,0
"QAT",2003,0,0
"QAT",2004,0,0
"QAT",2005,0,0
"QAT",2006,0,0
"QAT",2007,0,0
"QAT",2008,0,0
"QAT",2009,0,0
"QAT",2010,0,0
"QAT",2011,0,0
"QAT",2012,0,0
"QAT",2013,0,0
"QAT",2014,0,0
"QAT",2015,0,0
"QAT",2016,0,0
"QAT",2017,0,0
"QAT",2018,0,0
"QAT",2019,0,0
"ROU",2000,0,0
"ROU",2001,0,0
"ROU",2002,0,0
"ROU",2003,0,0
"ROU",2004,0,0
"ROU",2005,0,0
"ROU",2006,0,0
"ROU",2007,0,0
"ROU",2008,0,0
"ROU",2009,0,0
"ROU",2010,0,0
"ROU",2011,0,0
"ROU",2012,0,0
"ROU",2013,0,0
"ROU",2014,0,0
"ROU",2015,0,0
"ROU",2016,0,0
"ROU",2017,0,0
"ROU",2018,0,0
"ROU",2019,0,0
"RUS",2000,6197,1
"RUS",2001,4333,1
"RUS",2002,992,1
"RUS",2003,1509,1
"RUS",2004,539,1
"RUS",2005,1317,1
"RUS",2006,688,1
"RUS",2007,260,1
"RUS",2008,182,1
"RUS",2009,410,1
"RUS",2010,697,1
"RUS",2011,481,1
"RUS",2012,396,1
"RUS",2013,525,1
"RUS",2014,365,1
"RUS",2015,176,1
"RUS",2016,86,1
"RUS",2017,78,1
"RUS",2018,53,1
"RUS",2019,38,1
"RWA",2000,29,1
"RWA",2001,0,0
"RWA",2002,2044,1
"RWA",2003,0,0
"RWA",2004,0,0
"RWA",2005,16,0
"RWA",2006,0,0
"RWA",2007,0,0
"RWA",2008,0,0
"RWA",2009,0,0
"RWA",2010,2,0
"RWA",2011,0,0
"RWA",2012,0,0
"RWA",2013,13,0
"RWA",2014,4,0
"RWA",2015,0,0
"RWA",2016,0,0
"RWA",2017,27,1
"RWA",2018,10,0
"RWA",2019,6,0
"SAU",2000,0,0
"SAU",2001,0,0
"SAU",2002,0,0
"SAU",2003,0,0
"SAU",2004,26,1
"SAU",2005,91,1
"SAU",2006,31,1
"SAU",2007,11,0
"SAU",2008,2,0
"SAU",2009,0,0
"SAU",2010,0,0
"SAU",2011,0,0
"SAU",2012,0,0
"SAU",2013,0,0
"SAU",2014,0,0
"SAU",2015,0,0
"SAU",2016,110,1
"SAU",2017,125,1
"SAU",2018,45,1
"SAU",2019,11,0
"SDN",2000,2067,1
"SDN",2001,3537,1
"SDN",2002,3719,1
"SDN",2003,3227,1
"SDN",2004,5010,1
"SDN",2005,9714,1
"SDN",2006,1505,1
"SDN",2007,2187,1
"SDN",2008,1180,1
"SDN",2009,1241,1
"SDN",2010,2689,1
"SDN",2011,1790,1
"SDN",2012,2567,1
"SDN",2013,1525,1
"SDN",2014,1959,1
"SDN",2015,1912,1
"SDN",2016,2552,1
"SDN",2017,1994,1
"SDN",2018,548,1
"SDN",2019,432,1
"SEN",2000,31,1
"SEN",2001,56,1
"SEN",2002,47,1
"SEN",2003,45,1
"SEN",2004,39,1
"SEN",2005,3,0
"SEN",2006,46,1
"SEN",2007,126,1
"SEN",2008,0,0
"SEN",2009,11,0
"SEN",2010,19,0
"SEN",2011,19,0
"SEN",2012,37,1
"SEN",2013,23,0
"SEN",2014,8,0
"SEN",2015,0,0
"SEN",2016,0,0
"SEN",2017,0,0
"SEN",2018,0,0
"SEN",2019,1,0
"SGP",2000,0,0
"SGP",2001,0,0
"SGP",2002,0,0
"SGP",2003,0,0
"SGP",2004,0,0
"SGP",2005,0,0
"SGP",2006,0,0
"SGP",2007,0,0
"SGP",2008,0,0
"SGP",2009,0,0
"SGP",2010,0,0
"SGP",2011,0,0
"SGP",2012,0,0
"SGP",2013,0,0
"SGP",2014,0,0
"SGP",2015,0,0
"SGP",2016,0,0
"SGP",2017,0,0
"SGP",2018,0,0
"SGP",2019,0,0
"SLB",2000,0,0
"SLB",2001,0,0
"SLB",2002,0,0
"SLB",2003,0,0
"SLB",2004,0,0
"SLB",2005,0,0
"SLB",2006,0,0
"SLB",2007,0,0
"SLB",2008,0,0
"SLB",2009,0,0
"SLB",2010,0,0
"SLB",2011,0,0
"SLB",2012,0,0
"SLB",2013,0,0
"SLB",2014,0,0
"SLB",2015,0,0
"SLB",2016,0,0
"SLB",2017,0,0
"SLB",2018,0,0
"SLB",2019,0,0
"SLE",2000,4493,1
"SLE",2001,856,1
"SLE",2002,73,1
"SLE",2003,1,0
"SLE",2004,0,0
"SLE",2005,0,0
"SLE",2006,0,0
"SLE",2007,0,0
"SLE",2008,0,0
"SLE",2009,0,0
"SLE",2010,0,0
"SLE",2011,0,0
"SLE",2012,0,0
"SLE",2013,0,0
"SLE",2014,0,0
"SLE",2015,0,0
"SLE",2016,0,0
"SLE",2017,0,0
"SLE",2018,0,0
"SLE",2019,0,0
"SLV",2000,0,0
"SLV",2001,0,0
"SLV",2002,0,0
"SLV",2003,0,0
"SLV",2004,0,0
"SLV",2005,0,0
"SLV",2006,0,0
"SLV",2007,0,0
"SLV",2008,0,0
"SLV",2009,0,0
"SLV",2010,0,0
"SLV",2011,0,0
"SLV",2012,0,0
"SLV",2013,0,0
"SLV",2014,0,0
"SLV",2015,0,0
"SLV",2016,0,0
"SLV",2017,0,0
"SLV",2018,0,0
"SLV",2019,0,0
"SOM",2000,542,1
"SOM",2001,185,1
"SOM",2002,483,1
"SOM",2003,638,1
"SOM",2004,405,1
"SOM",2005,670,1
"SOM",2006,340,1
"SOM",2007,1204,1
"SOM",2008,1620,1
"SOM",2009,1751,1
"SOM",2010,2204,1
"SOM",2011,2722,1
"SOM",2012,2118,1
"SOM",2013,2989,1
"SOM",2014,1045,1
"SOM",2015,1247,1
"SOM",2016,1250,1
"SOM",2017,2065,1
"SOM",2018,2071,1
"SOM",2019,2500,1
"SRB",2000,2173,1
"SRB",2001,0,0
"SRB",2002,0,0
"SRB",2003,0,0
"SRB",2004,0,0
"SRB",2005,0,0
"SRB",2006,0,0
"SRB",2007,0,0
"SRB",2008,0,0
"SRB",2009,0,0
"SRB",2010,0,0
"SRB",2011,0,0
"SRB",2012,0,0
"SRB",2013,0,0
"SRB",2014,0,0
"SRB",2015,0,0
"SRB",2016,0,0
"SRB",2017,0,0
"SRB",2018,0,0
"SRB",2019,0,0
"SSD",2000,0,0
"SSD",2001,0,0
"SSD",2002,0,0
"SSD",2003,0,0
"SSD",2004,0,0
"SSD",2005,0,0
"SSD",2006,0,0
"SSD",2007,0,0
"SSD",2008,0,0
"SSD",2009,0,0
"SSD",2010,0,0
"SSD",2011,0,0
"SSD",2012,1194,1
"SSD",2013,864,1
"SSD",2014,1827,1
"SSD",2015,2491,1
"SSD",2016,1137,1
"SSD",2017,1303,1
"SSD",2018,1271,1
"SSD",2019,1217,1
"STP",2000,0,0
"STP",2001,0,0
"STP",2002,0,0
"STP",2003,0,0
"STP",2004,0,0
"STP",2005,0,0
"STP",2006,0,0
"STP",2007,0,0
"STP",2008,0,0
"STP",2009,0,0
"STP",2010,0,0
"STP",2011,0,0
"STP",2012,0,0
"STP",2013,0,0
"STP",2014,0,0
"STP",2015,0,0
"STP",2016,0,0
"STP",2017,0,0
"STP",2018,0,0
"STP",2019,0,0
"SUR",2000,0,0
"SUR",2001,0,0
"SUR",2002,0,0
"SUR",2003,0,0
"SUR",2004,0,0
"SUR",2005,0,0
"SUR",2006,0,0
"SUR",2007,0,0
"SUR",2008,0,0
"SUR",2009,0,0
"SUR",2010,0,0
"SUR",2011,0,0
"SUR",2012,0,0
"SUR",2013,0,0
"SUR",2014,0,0
"SUR",2015,0,0
"SUR",2016,0,0
"SUR",2017,0,0
"SUR",2018,0,0
"SUR",2019,0,0
"SVK",2000,0,0
"SVK",2001,0,0
"SVK",2002,0,0
"SVK",2003,0,0
"SVK",2004,0,0
"SVK",2005,0,0
"SVK",2006,0,0
"SVK",2007,0,0
"SVK",2008,0,0
"SVK",2009,0,0
"SVK",2010,0,0
"SVK",2011,0,0
"SVK",2012,0,0
"SVK",2013,0,0
"SVK",2014,0,0
"SVK",2015,0,0
"SVK",2016,0,0
"SVK",2017,0,0
"SVK",2018,0,0
"SVK",2019,0,0
"SVN",2000,0,0
"SVN",2001,0,0
"SVN",2002,0,0
"SVN",2003,0,0
"SVN",2004,0,0
"SVN",2005,0,0
"SVN",2006,0,0
"SVN",2007,0,0
"SVN",2008,0,0
"SVN",2009,0,0
"SVN",2010,0,0
"SVN",2011,0,0
"SVN",2012,0,0
"SVN",2013,0,0
"SVN",2014,0,0
"SVN",2015,0,0
"SVN",2016,0,0
"SVN",2017,0,0
"SVN",2018,0,0
"SVN",2019,0,0
"SWE",2000,0,0
"SWE",2001,0,0
"SWE",2002,0,0
"SWE",2003,0,0
"SWE",2004,0,0
"SWE",2005,0,0
"SWE",2006,0,0
"SWE",2007,0,0
"SWE",2008,0,0
"SWE",2009,0,0
"SWE",2010,0,0
"SWE",2011,0,0
"SWE",2012,0,0
"SWE",2013,0,0
"SWE",2014,0,0
"SWE",2015,0,0
"SWE",2016,0,0
"SWE",2017,0,0
"SWE",2018,5,0
"SWE",2019,0,0
"SWZ",2000,0,0
"SWZ",2001,0,0
"SWZ",2002,0,0
"SWZ",2003,0,0
"SWZ",2004,0,0
"SWZ",2005,0,0
"SWZ",2006,0,0
"SWZ",2007,0,0
"SWZ",2008,0,0
"SWZ",2009,0,0
"SWZ",2010,0,0
"SWZ",2011,0,0
"SWZ",2012,0,0
"SWZ",2013,0,0
"SWZ",2014,0,0
"SWZ",2015,0,0
"SWZ",2016,0,0
"SWZ",2017,0,0
"SWZ",2018,0,0
"SWZ",2019,0,0
"SYC",2000,0,0
"SYC",2001,0,0
"SYC",2002,0,0
"SYC",2003,0,0
"SYC",2004,0,0
"SYC",2005,0,0
"SYC",2006,0,0
"SYC",2007,0,0
"SYC",2008,0,0
"SYC",2009,0,0
"SYC",2010,0,0
"SYC",2011,0,0
"SYC",2012,0,0
"SYC",2013,0,0
"SYC",2014,0,0
"SYC",2015,0,0
"SYC",2016,0,0
"SYC",2017,0,0
"SYC",2018,0,0
"SYC",2019,0,0
"SYR",2000,0,0
"SYR",2001,0,0
"SYR",2002,0,0
"SYR",2003,0,0
"SYR",2004,0,0
"SYR",2005,8,0
"SYR",2006,0,0
"SYR",2007,0,0
"SYR",2008,0,0
"SYR",2009,1,0
"SYR",2010,0,0
"SYR",2011,0,0
"SYR",2012,4347,1
"SYR",2013,53695,1
"SYR",2014,76490,1
"SYR",2015,78644,1
"SYR",2016,59582,1
"SYR",2017,53863,1
"SYR",2018,38534,1
"SYR",2019,21727,1
"TCD",2000,394,1
"TCD",2001,1070,1
"TCD",2002,230,1
"TCD",2003,297,1
"TCD",2004,37,1
"TCD",2005,78,1
"TCD",2006,267,1
"TCD",2007,1956,1
"TCD",2008,431,1
"TCD",2009,994,1
"TCD",2010,135,1
"TCD",2011,4,0
"TCD",2012,0,0
"TCD",2013,0,0
"TCD",2014,0,0
"TCD",2015,16,0
"TCD",2016,397,1
"TCD",2017,26,1
"TCD",2018,91,1
"TCD",2019,168,1
"TGO",2000,0,0
"TGO",2001,0,0
"TGO",2002,0,0
"TGO",2003,0,0
"TGO",2004,0,0
"TGO",2005,0,0
"TGO",2006,436,1
"TGO",2007,0,0
"TGO",2008,0,0
"TGO",2009,0,0
"TGO",2010,0,0
"TGO",2011,0,0
"TGO",2012,0,0
"TGO",2013,0,0
"TGO",2014,0,0
"TGO",2015,0,0
"TGO",2016,0,0
"TGO",2017,0,0
"TGO",2018,0,0
"TGO",2019,0,0
"THA",2000,1,0
"THA",2001,8,0
"THA",2002,25,1
"THA",2003,23,0
"THA",2004,26,1
"THA",2005,310,1
"THA",2006,494,1
"THA",2007,541,1
"THA",2008,518,1
"THA",2009,328,1
"THA",2010,258,1
"THA",2011,218,1
"THA",2012,277,1
"THA",2013,244,1
"THA",2014,249,1
"THA",2015,100,1
"THA",2016,84,1
"THA",2017,69,1
"THA",2018,50,1
"THA",2019,61,1
"TJK",2000,4,0
"TJK",2001,46,1
"TJK",2002,0,0
"TJK",2003,0,0
"TJK",2004,0,0
"TJK",2005,0,0
"TJK",2006,1,0
"TJK",2007,8,0
"TJK",2008,0,0
"TJK",2009,0,0
"TJK",2010,17,0
"TJK",2011,98,1
"TJK",2012,28,1
"TJK",2013,0,0
"TJK",2014,3,0
"TJK",2015,3,0
"TJK",2016,0,0
"TJK",2017,0,0
"TJK",2018,0,0
"TJK",2019,4,0
"TKM",2000,0,0
"TKM",2001,0,0
"TKM",2002,0,0
"TKM",2003,0,0
"TKM",2004,0,0
"TKM",2005,0,0
"TKM",2006,0,0
"TKM",2007,0,0
"TKM",2008,0,0
"TKM",2009,0,0
"TKM",2010,0,0
"TKM",2011,0,0
"TKM",2012,0,0
"TKM",2013,0,0
"TKM",2014,0,0
"TKM",2015,0,0
"TKM",2016,0,0
"TKM",2017,0,0
"TKM",2018,0,0
"TKM",2019,0,0
"TLS",2000,0,0
"TLS",2001,0,0
"TLS",2002,0,0
"TLS",2003,0,0
"TLS",2004,0,0
"TLS",2005,0,0
"TLS",2006,0,0
"TLS",2007,0,0
"TLS",2008,0,0
"TLS",2009,0,0
"TLS",2010,0,0
"TLS",2011,0,0
"TLS",2012,0,0
"TLS",2013,0,0
"TLS",2014,0,0
"TLS",2015,0,0
"TLS",2016,0,0
"TLS",2017,0,0
"TLS",2018,0,0
"TLS",2019,0,0
"TON",2000,0,0
"TON",2001,0,0
"TON",2002,0,0
"TON",2003,0,0
"TON",2004,0,0
"TON",2005,0,0
"TON",2006,0,0
"TON",2007,0,0
"TON",2008,0,0
"TON",2009,0,0
"TON",2010,0,0
"TON",2011,0,0
"TON",2012,0,0
"TON",2013,0,0
"TON",2014,0,0
"TON",2015,0,0
"TON",2016,0,0
"TON",2017,0,0
"TON",2018,0,0
"TON",2019,0,0
"TTO",2000,0,0
"TTO",2001,0,0
"TTO",2002,0,0
"TTO",2003,0,0
"TTO",2004,0,0
"TTO",2005,0,0
"TTO",2006,0,0
"TTO",2007,0,0
"TTO",2008,0,0
"TTO",2009,0,0
"TTO",2010,0,0
"TTO",2011,0,0
"TTO",2012,0,0
"TTO",2013,0,0
"TTO",2014,0,0
"TTO",2015,0,0
"TTO",2016,0,0
"TTO",2017,0,0
"TTO",2018,0,0
"TTO",2019,0,0
"TUN",2000,0,0
"TUN",2001,0,0
"TUN",2002,0,0
"TUN",2003,21,0
"TUN",2004,0,0
"TUN",2005,0,0
"TUN",2006,0,0
"TUN",2007,0,0
"TUN",2008,0,0
"TUN",2009,0,0
"TUN",2010,0,0
"TUN",2011,0,0
"TUN",2012,8,0
"TUN",2013,3,0
"TUN",2014,29,1
"TUN",2015,51,1
"TUN",2016,135,1
"TUN",2017,88,1
"TUN",2018,15,0
"TUN",2019,25,1
"TUR",2000,1195,1
"TUR",2001,153,1
"TUR",2002,120,1
"TUR",2003,34,1
"TUR",2004,150,1
"TUR",2005,221,1
"TUR",2006,295,1
"TUR",2007,226,1
"TUR",2008,502,1
"TUR",2009,491,1
"TUR",2010,138,1
"TUR",2011,231,1
"TUR",2012,410,1
"TUR",2013,789,1
"TUR",2014,23,0
"TUR",2015,11,0
"TUR",2016,1061,1
"TUR",2017,1558,1
"TUR",2018,455,1
"TUR",2019,435,1
"TZA",2000,0,0
"TZA",2001,0,0
"TZA",2002,37,1
"TZA",2003,0,0
"TZA",2004,0,0
"TZA",2005,0,0
"TZA",2006,0,0
"TZA",2007,0,0
"TZA",2008,3,0
"TZA",2009,0,0
"TZA",2010,0,0
"TZA",2011,0,0
"TZA",2012,0,0
"TZA",2013,0,0
"TZA",2014,0,0
"TZA",2015,0,0
"TZA",2016,0,0
"TZA",2017,0,0
"TZA",2018,1,0
"TZA",2019,1,0
"UGA",2000,1024,1
"UGA",2001,1238,1
"UGA",2002,212,1
"UGA",2003,1316,1
"UGA",2004,1628,1
"UGA",2005,2004,1
"UGA",2006,922,1
"UGA",2007,334,1
"UGA",2008,156,1
"UGA",2009,32,1
"UGA",2010,59,1
"UGA",2011,74,1
"UGA",2012,0,0
"UGA",2013,0,0
"UGA",2014,0,0
"UGA",2015,7,0
"UGA",2016,0,0
"UGA",2017,30,1
"UGA",2018,0,0
"UGA",2019,2,0
"UKR",2000,0,0
"UKR",2001,0,0
"UKR",2002,0,0
"UKR",2003,0,0
"UKR",2004,0,0
"UKR",2005,0,0
"UKR",2006,0,0
"UKR",2007,0,0
"UKR",2008,0,0
"UKR",2009,0,0
"UKR",2010,0,0
"UKR",2011,0,0
"UKR",2012,0,0
"UKR",2013,0,0
"UKR",2014,0,0
"UKR",2015,4528,1
"UKR",2016,1726,1
"UKR",2017,255,1
"UKR",2018,415,1
"UKR",2019,243,1
"URY",2000,0,0
"URY",2001,0,0
"URY",2002,0,0
"URY",2003,0,0
"URY",2004,0,0
"URY",2005,0,0
"URY",2006,0,0
